Title,Link,Price,Date Time,Location,Organiser,Website Link,Facebook Link,Twitter Link,Instagram Link
Lets Pick Some Grapes!,https://www.eventbrite.com/e/lets-pick-some-grapes-tickets-715866795857?aff=ebdssbdestsearch,,"Sat, Oct 28 •  5:00 PM ","Our Backyard 15564 7th Street Victorville, CA 92395",The Mathews Family,N/A,N/A,N/A,N/A
Lets Pick Some Grapes!,https://www.eventbrite.com/e/lets-pick-some-grapes-tickets-715866795857?aff=ebdssbdestsearch,,N/A,"Our Backyard 15564 7th Street Victorville, CA 92395",The Mathews Family,N/A,N/A,N/A,N/A
Wrightwood Elementary School Annual Fall Festival,https://www.eventbrite.com/e/wrightwood-elementary-school-annual-fall-festival-tickets-717411466007?aff=ebdssbdestsearch,,"Sat, Oct 21 •  3:00 PM ","Wrightwood Elementary School, California 2, Wrightwood, CA, USA 1175 California 2 Wrightwood, CA 92397",N/A,N/A,N/A,N/A,N/A
Wrightwood Elementary School Annual Fall Festival,https://www.eventbrite.com/e/wrightwood-elementary-school-annual-fall-festival-tickets-717411466007?aff=ebdssbdestsearch,,N/A,"Wrightwood Elementary School, California 2, Wrightwood, CA, USA 1175 California 2 Wrightwood, CA 92397",N/A,N/A,N/A,N/A,N/A
Corks & Hops 2023,https://www.eventbrite.com/e/corks-hops-2023-tickets-621981753167?aff=ebdssbdestsearch,,Saturday • 3:00 PM,"Crestline 23971 Lake Drive Crestline, CA 92325",Corks & Hops,N/A,N/A,N/A,N/A
Corks & Hops 2023,https://www.eventbrite.com/e/corks-hops-2023-tickets-621981753167?aff=ebdssbdestsearch,,N/A,"Crestline 23971 Lake Drive Crestline, CA 92325",Corks & Hops,N/A,N/A,N/A,N/A
Harvest Festival,https://www.eventbrite.com/e/harvest-festival-tickets-711465732157?aff=ebdssbdestsearch,,"Sat, Oct 21 •  1:00 PM ","Dunamis Power Christian Fell, Little Mountain Drive, San Bernardino, CA, USA 2700 Little Mountain Drive San Bernardino, CA 92405",The Good Vibe Market,http://www.TheGoodVibeMarkets.com,N/A,N/A,N/A
Harvest Festival,https://www.eventbrite.com/e/harvest-festival-tickets-711465732157?aff=ebdssbdestsearch,,N/A,"Dunamis Power Christian Fell, Little Mountain Drive, San Bernardino, CA, USA 2700 Little Mountain Drive San Bernardino, CA 92405",The Good Vibe Market,http://www.TheGoodVibeMarkets.com,N/A,N/A,N/A
The Never Stop Grinding Pop-Up Experience Part 6 (Black Friday Edition),https://www.eventbrite.com/e/the-never-stop-grinding-pop-up-experience-part-6-black-friday-edition-tickets-702384901147?aff=ebdssbdestsearch,,"Fri, Nov 24 •  12:00 PM ","Victoria Gardens Cultural Center 12505 Cultural Center Drive Rancho Cucamonga, CA 91739",Never Stop Grinding,N/A,N/A,N/A,https://instagram.com/the_nsg_popup_experience?igshid=1715nf4cuutc8
The Never Stop Grinding Pop-Up Experience Part 6 (Black Friday Edition),https://www.eventbrite.com/e/the-never-stop-grinding-pop-up-experience-part-6-black-friday-edition-tickets-702384901147?aff=ebdssbdestsearch,,N/A,"Victoria Gardens Cultural Center 12505 Cultural Center Drive Rancho Cucamonga, CA 91739",Never Stop Grinding,N/A,N/A,N/A,https://instagram.com/the_nsg_popup_experience?igshid=1715nf4cuutc8
North Fontana Farmers Market,https://www.eventbrite.com/e/north-fontana-farmers-market-tickets-470130421747?aff=ebdssbdestsearch,,Sunday • 10:00 AM + 12 more,"Fontana Farmers Market 15556 Summit Avenue Fontana, CA 92336",Baboon Outdoors,https://www.BaboonOutdoors.com,N/A,N/A,N/A
North Fontana Farmers Market,https://www.eventbrite.com/e/north-fontana-farmers-market-tickets-470130421747?aff=ebdssbdestsearch,,N/A,"Fontana Farmers Market 15556 Summit Avenue Fontana, CA 92336",Baboon Outdoors,https://www.BaboonOutdoors.com,N/A,N/A,N/A
Etiwanda Community Festival,https://www.eventbrite.com/e/etiwanda-community-festival-tickets-713017664027?aff=ebdssbdestsearch,,"Sat, Nov 4 •  9:00 AM ","Etiwanda Community Church 7126 Etiwanda Avenue Rancho Cucamonga, CA 91739",Etiwanda Community Church,http://Etiwandachurch.com,N/A,N/A,N/A
Etiwanda Community Festival,https://www.eventbrite.com/e/etiwanda-community-festival-tickets-713017664027?aff=ebdssbdestsearch,,N/A,"Etiwanda Community Church 7126 Etiwanda Avenue Rancho Cucamonga, CA 91739",Etiwanda Community Church,http://Etiwandachurch.com,N/A,N/A,N/A
Navratri Garba 2023,https://www.eventbrite.com/e/navratri-garba-2023-tickets-680572138587?aff=ebdssbdestsearch,,"Sat, Oct 21 •  7:00 PM ","RC Sports Center 8303 Rochester Avenue Rancho Cucamonga, CA 91730",Raise and Rise,http://www.raisenrise.com,N/A,N/A,N/A
Navratri Garba 2023,https://www.eventbrite.com/e/navratri-garba-2023-tickets-680572138587?aff=ebdssbdestsearch,,N/A,"RC Sports Center 8303 Rochester Avenue Rancho Cucamonga, CA 91730",Raise and Rise,http://www.raisenrise.com,N/A,N/A,N/A
Merry & Bright Pop Up & Toy Drive!,https://www.eventbrite.com/e/merry-bright-pop-up-toy-drive-tickets-717309089797?aff=ebdssbdestsearch,,"Sat, Nov 18 •  3:00 PM ","7940 Cherry Ave 7940 Cherry Avenue Fontana, CA 92336",Dee’s Decor & More,N/A,N/A,N/A,N/A
Merry & Bright Pop Up & Toy Drive!,https://www.eventbrite.com/e/merry-bright-pop-up-toy-drive-tickets-717309089797?aff=ebdssbdestsearch,,N/A,"7940 Cherry Ave 7940 Cherry Avenue Fontana, CA 92336",Dee’s Decor & More,N/A,N/A,N/A,N/A
Fall Resource Fair,https://www.eventbrite.com/e/fall-resource-fair-tickets-726880367747?aff=ebdssbdestsearch,,"Fri, Oct 27 •  2:00 PM ","323 W 7th St, San Bernardino, CA 92401, USA 323 West 7th Street San Bernardino, CA 92401",Open Arms,https://familyassist.org/programs/youth-centers/open-arms/,N/A,N/A,N/A
Fall Resource Fair,https://www.eventbrite.com/e/fall-resource-fair-tickets-726880367747?aff=ebdssbdestsearch,,N/A,"323 W 7th St, San Bernardino, CA 92401, USA 323 West 7th Street San Bernardino, CA 92401",Open Arms,https://familyassist.org/programs/youth-centers/open-arms/,N/A,N/A,N/A
Pumpkin Patch and Community Resorce Fair,https://www.eventbrite.com/e/pumpkin-patch-and-community-resorce-fair-tickets-719253084337?aff=ebdssbdestsearch,,"Sat, Oct 21 •  12:00 PM ","648 W 4th St, San Bernardino, CA, USA 648 West 4th Street San Bernardino, CA 92410",Young Visionaries Youth Leadership Academy,https://yvyla-ie.org/site/,https://www.facebook.com/YoungVisionariesYouthLeadershipAcademy,https://www.twitter.com/terrancestone,N/A
Pumpkin Patch and Community Resorce Fair,https://www.eventbrite.com/e/pumpkin-patch-and-community-resorce-fair-tickets-719253084337?aff=ebdssbdestsearch,,N/A,"648 W 4th St, San Bernardino, CA, USA 648 West 4th Street San Bernardino, CA 92410",Young Visionaries Youth Leadership Academy,https://yvyla-ie.org/site/,https://www.facebook.com/YoungVisionariesYouthLeadershipAcademy,https://www.twitter.com/terrancestone,N/A
Running Springs Farmers Market & Artisan Faire 2023,https://www.eventbrite.com/e/running-springs-farmers-market-artisan-faire-2023-tickets-637838711757?aff=ebdssbdestsearch,,Saturday • 9:00 AM + 6 more,"Running Springs Farmers Market & Artisan Faire 2645 Whispering Pines Dr Running Springs, CA 92382",Running Springs Area Chamber of Commerce,N/A,N/A,N/A,N/A
Running Springs Farmers Market & Artisan Faire 2023,https://www.eventbrite.com/e/running-springs-farmers-market-artisan-faire-2023-tickets-637838711757?aff=ebdssbdestsearch,,N/A,"Running Springs Farmers Market & Artisan Faire 2645 Whispering Pines Dr Running Springs, CA 92382",Running Springs Area Chamber of Commerce,N/A,N/A,N/A,N/A
Shiekh's Mercado - Celebrating Hispanic Heritage - Free Community Event,https://www.eventbrite.com/e/shiekhs-mercado-celebrating-hispanic-heritage-free-community-event-tickets-729582389567?aff=ebdssbdestsearch,,Saturday • 12:00 PM,"Shiekh Impact Center 648 West 4th Street San Bernardino, CA 92410",Shiekh,N/A,N/A,N/A,N/A
Shiekh's Mercado - Celebrating Hispanic Heritage - Free Community Event,https://www.eventbrite.com/e/shiekhs-mercado-celebrating-hispanic-heritage-free-community-event-tickets-729582389567?aff=ebdssbdestsearch,,N/A,"Shiekh Impact Center 648 West 4th Street San Bernardino, CA 92410",Shiekh,N/A,N/A,N/A,N/A
Pine Cone Festival,https://www.eventbrite.com/e/pine-cone-festival-tickets-725458876027?aff=ebdssbdestsearch,,Saturday • 9:30 AM,"Rim Nordic Ski Area 35050 California 18 Running Springs, CA 92382",Mountain Rim Fire Safe Council,http://www.PineConeFestival.org,https://www.facebook.com/PineConeFestival,N/A,N/A
Pine Cone Festival,https://www.eventbrite.com/e/pine-cone-festival-tickets-725458876027?aff=ebdssbdestsearch,,N/A,"Rim Nordic Ski Area 35050 California 18 Running Springs, CA 92382",Mountain Rim Fire Safe Council,http://www.PineConeFestival.org,https://www.facebook.com/PineConeFestival,N/A,N/A
2024 Rancho Cucamonga Lunar Festival Jan 20-21,https://www.eventbrite.com/e/2024-rancho-cucamonga-lunar-festival-jan-20-21-tickets-700494898097?aff=ebdssbdestsearch,,"Sat, Jan 20 •  11:00 AM ","Rancho Cucamonga Sports Center 8303 Rochester Avenue Rancho Cucamonga, CA 91730",Panana Events,http://pananaevents.com,https://www.facebook.com/panananightmarket,N/A,N/A
2024 Rancho Cucamonga Lunar Festival Jan 20-21,https://www.eventbrite.com/e/2024-rancho-cucamonga-lunar-festival-jan-20-21-tickets-700494898097?aff=ebdssbdestsearch,,N/A,"Rancho Cucamonga Sports Center 8303 Rochester Avenue Rancho Cucamonga, CA 91730",Panana Events,http://pananaevents.com,https://www.facebook.com/panananightmarket,N/A,N/A
Inland Empire Expo,https://www.eventbrite.com/e/inland-empire-expo-registration-661942707457?aff=ebdssbdestsearch,,Saturday • 12:00 PM,"Rialto City Park 130 E San Bernardino Rialto, CA 92376",Vickie Davis,N/A,N/A,N/A,N/A
Inland Empire Expo,https://www.eventbrite.com/e/inland-empire-expo-registration-661942707457?aff=ebdssbdestsearch,,N/A,"Rialto City Park 130 E San Bernardino Rialto, CA 92376",Vickie Davis,N/A,N/A,N/A,N/A
Harvest Carnival,https://www.eventbrite.com/e/harvest-carnival-tickets-722229526957?aff=ebdssbdestsearch,,"Tue, Oct 31 •  6:00 PM ","9797 Feron Blvd 9797 Feron Boulevard Rancho Cucamonga, CA 91730",Destinyland Christian Center,N/A,N/A,N/A,N/A
Harvest Carnival,https://www.eventbrite.com/e/harvest-carnival-tickets-722229526957?aff=ebdssbdestsearch,,N/A,"9797 Feron Blvd 9797 Feron Boulevard Rancho Cucamonga, CA 91730",Destinyland Christian Center,N/A,N/A,N/A,N/A
Big Bear Yoga Festival 2023,https://www.eventbrite.com/e/big-bear-yoga-festival-2023-tickets-511135519097?aff=ebdssbdestsearch,,Saturday • 8:00 AM,"Big Bear Performing Arts Center 39707 Big Bear Boulevard Big Bear Lake, CA 92315",Big Bear Yoga,https://www.bigbearyoga.com,https://www.facebook.com/BigBearYogaFestival,https://www.twitter.com/BigBearYogaFest,N/A
Big Bear Yoga Festival 2023,https://www.eventbrite.com/e/big-bear-yoga-festival-2023-tickets-511135519097?aff=ebdssbdestsearch,,N/A,"Big Bear Performing Arts Center 39707 Big Bear Boulevard Big Bear Lake, CA 92315",Big Bear Yoga,https://www.bigbearyoga.com,https://www.facebook.com/BigBearYogaFestival,https://www.twitter.com/BigBearYogaFest,N/A
Imaginarium Ontario Mills,https://www.eventbrite.com/e/imaginarium-ontario-mills-tickets-718077127017?aff=ebdssbdestsearch,,Today • 6:30 PM + 29 more,"Ontario Mills 1 Mills Circle Ontario, CA 91764",Imaginarium,https://Imaginarium360.com/,https://www.facebook.com/432726360564297,N/A,N/A
Imaginarium Ontario Mills,https://www.eventbrite.com/e/imaginarium-ontario-mills-tickets-718077127017?aff=ebdssbdestsearch,,N/A,"Ontario Mills 1 Mills Circle Ontario, CA 91764",Imaginarium,https://Imaginarium360.com/,https://www.facebook.com/432726360564297,N/A,N/A
2nd Annual Harvest Festival Pumpkin Patch,https://www.eventbrite.com/e/2nd-annual-harvest-festival-pumpkin-patch-tickets-717309230217?aff=ebdssbdestsearch,,"Sat, Oct 28 •  10:00 AM ","Anne Shirrells Park Community Center 1367 North California Street San Bernardino, CA 92411",Akoma Unity Center,https://www.akomaunitycenter.org,https://www.facebook.com/akomaunitycenter,https://www.twitter.com/akomaunity,N/A
2nd Annual Harvest Festival Pumpkin Patch,https://www.eventbrite.com/e/2nd-annual-harvest-festival-pumpkin-patch-tickets-717309230217?aff=ebdssbdestsearch,,N/A,"Anne Shirrells Park Community Center 1367 North California Street San Bernardino, CA 92411",Akoma Unity Center,https://www.akomaunitycenter.org,https://www.facebook.com/akomaunitycenter,https://www.twitter.com/akomaunity,N/A
Compassion Energy Meditation at Big Bear Yoga Festival,https://www.eventbrite.com/e/compassion-energy-meditation-at-big-bear-yoga-festival-tickets-638994879887?aff=ebdssbdestsearch,,Saturday • 9:30 AM,"Big Bear Performing Arts Center 39707 Big Bear Boulevard Big Bear Lake, CA 92315",Shauna,https://amitabliss.godaddysites.com,https://www.facebook.com/425293267802125,N/A,N/A
Compassion Energy Meditation at Big Bear Yoga Festival,https://www.eventbrite.com/e/compassion-energy-meditation-at-big-bear-yoga-festival-tickets-638994879887?aff=ebdssbdestsearch,,N/A,"Big Bear Performing Arts Center 39707 Big Bear Boulevard Big Bear Lake, CA 92315",Shauna,https://amitabliss.godaddysites.com,https://www.facebook.com/425293267802125,N/A,N/A
Monster Mash Bash - A  free Halloween Trick or Treat Event,https://www.eventbrite.com/e/monster-mash-bash-a-free-halloween-trick-or-treat-event-tickets-688240986317?aff=ebdssbdestsearch,,"Sat, Oct 21 •  11:30 AM ","Citrus Plaza 27320 West Lugonia Avenue Redlands, CA 92374",Mountain Grove and Citrus Plaza Shopping Centers,http://www.citrusplaza.com,N/A,N/A,N/A
Monster Mash Bash - A  free Halloween Trick or Treat Event,https://www.eventbrite.com/e/monster-mash-bash-a-free-halloween-trick-or-treat-event-tickets-688240986317?aff=ebdssbdestsearch,,N/A,"Citrus Plaza 27320 West Lugonia Avenue Redlands, CA 92374",Mountain Grove and Citrus Plaza Shopping Centers,http://www.citrusplaza.com,N/A,N/A,N/A
2023 Health & Wellness Fair,https://www.eventbrite.com/e/2023-health-wellness-fair-tickets-730779389827?aff=ebdssbdestsearch,,Friday • 8:00 AM,"George M Gibson Senior Center 250 North 3rd Avenue Upland, CA 91786",City of Upland - Recreation Division,N/A,N/A,N/A,N/A
2023 Health & Wellness Fair,https://www.eventbrite.com/e/2023-health-wellness-fair-tickets-730779389827?aff=ebdssbdestsearch,,N/A,"George M Gibson Senior Center 250 North 3rd Avenue Upland, CA 91786",City of Upland - Recreation Division,N/A,N/A,N/A,N/A
Knotts Family Agency- Fall Harvest Celebration (FREE),https://www.eventbrite.com/e/knotts-family-agency-fall-harvest-celebration-free-tickets-722564268177?aff=ebdssbdestsearch,,"Sat, Oct 28 •  11:00 AM ","1175 Idaho Street, Redlands, CA, USA 1175 Idaho Street Redlands, CA 92374",Knotts Family Agency,N/A,N/A,N/A,N/A
Knotts Family Agency- Fall Harvest Celebration (FREE),https://www.eventbrite.com/e/knotts-family-agency-fall-harvest-celebration-free-tickets-722564268177?aff=ebdssbdestsearch,,N/A,"1175 Idaho Street, Redlands, CA, USA 1175 Idaho Street Redlands, CA 92374",Knotts Family Agency,N/A,N/A,N/A,N/A
Upland BIC Church Trunk or Treat,https://www.eventbrite.com/e/upland-bic-church-trunk-or-treat-tickets-719326844957?aff=ebdssbdestsearch,,"Sat, Oct 28 •  6:00 PM ","Upland Brethren in Christ Church 845 West Arrow Hwy Upland, 91786",N/A,N/A,N/A,N/A,N/A
Upland BIC Church Trunk or Treat,https://www.eventbrite.com/e/upland-bic-church-trunk-or-treat-tickets-719326844957?aff=ebdssbdestsearch,,N/A,"Upland Brethren in Christ Church 845 West Arrow Hwy Upland, 91786",N/A,N/A,N/A,N/A,N/A
festival of super beautiful dance steps,https://www.eventbrite.com/e/festival-of-super-beautiful-dance-steps-tickets-711996961077?aff=ebdssbdestsearch,,"Wed, Dec 6 •  8:00 AM ","California 66, Claremont, CA, USA California 66 Claremont, CA",N/A,N/A,N/A,N/A,N/A
festival of super beautiful dance steps,https://www.eventbrite.com/e/festival-of-super-beautiful-dance-steps-tickets-711996961077?aff=ebdssbdestsearch,,N/A,"California 66, Claremont, CA, USA California 66 Claremont, CA",N/A,N/A,N/A,N/A,N/A
The Happiness of Pursuit Festival 2023,https://www.eventbrite.com/e/the-happiness-of-pursuit-festival-2023-tickets-619500622037?aff=ebdssbdestsearch,,Saturday • 2:00 PM,"Firewater Bar 1528 West Holt Boulevard Ontario, CA 91762",#THOPFest,N/A,https://www.facebook.com/thopfest,https://www.twitter.com/@thopfest,N/A
The Happiness of Pursuit Festival 2023,https://www.eventbrite.com/e/the-happiness-of-pursuit-festival-2023-tickets-619500622037?aff=ebdssbdestsearch,,N/A,"Firewater Bar 1528 West Holt Boulevard Ontario, CA 91762",#THOPFest,N/A,https://www.facebook.com/thopfest,https://www.twitter.com/@thopfest,N/A
Packing House Zine Fest,https://www.eventbrite.com/e/packing-house-zine-fest-tickets-721615279727?aff=ebdssbdestsearch,,"Sun, Oct 22 •  12:00 PM ","Claremont Packing House 532 West 1st Street Claremont, CA 91711",Curious Publishing's Art & Bodega,N/A,N/A,N/A,N/A
Packing House Zine Fest,https://www.eventbrite.com/e/packing-house-zine-fest-tickets-721615279727?aff=ebdssbdestsearch,,N/A,"Claremont Packing House 532 West 1st Street Claremont, CA 91711",Curious Publishing's Art & Bodega,N/A,N/A,N/A,N/A
2023 Waterwise Garden & Pumpkin Fest,https://www.eventbrite.com/e/2023-waterwise-garden-pumpkin-fest-tickets-676901278947?aff=ebdssbdestsearch,,Saturday • 11:00 AM,"Waterwise Community Center 4594 San Bernardino Street Montclair, CA 91763",Waterwise Community Center,N/A,https://www.facebook.com/cbwcd,https://www.twitter.com/CBWCD,N/A
2023 Waterwise Garden & Pumpkin Fest,https://www.eventbrite.com/e/2023-waterwise-garden-pumpkin-fest-tickets-676901278947?aff=ebdssbdestsearch,,N/A,"Waterwise Community Center 4594 San Bernardino Street Montclair, CA 91763",Waterwise Community Center,N/A,https://www.facebook.com/cbwcd,https://www.twitter.com/CBWCD,N/A
DAY FEST #3 powered by Mogul,https://www.eventbrite.com/e/day-fest-3-powered-by-mogul-tickets-713502885337?aff=ebdssbdestsearch,,"Fri, Oct 20 •  6:30 PM ","Nambah Coffee Co. 2232 D Street #102 La Verne, CA 91750",Mogul House,N/A,N/A,N/A,N/A
DAY FEST #3 powered by Mogul,https://www.eventbrite.com/e/day-fest-3-powered-by-mogul-tickets-713502885337?aff=ebdssbdestsearch,,N/A,"Nambah Coffee Co. 2232 D Street #102 La Verne, CA 91750",Mogul House,N/A,N/A,N/A,N/A
Festival de Calabazas y Conservación del Agua,https://www.eventbrite.com/e/festival-de-calabazas-y-conservacion-del-agua-tickets-685171174427?aff=ebdssbdestsearch,,Saturday • 11:00 AM,"Waterwise Community Center 4594 San Bernardino Street Montclair, CA 91763",Waterwise Community Center,N/A,https://www.facebook.com/cbwcd,https://www.twitter.com/CBWCD,N/A
Festival de Calabazas y Conservación del Agua,https://www.eventbrite.com/e/festival-de-calabazas-y-conservacion-del-agua-tickets-685171174427?aff=ebdssbdestsearch,,N/A,"Waterwise Community Center 4594 San Bernardino Street Montclair, CA 91763",Waterwise Community Center,N/A,https://www.facebook.com/cbwcd,https://www.twitter.com/CBWCD,N/A
Biker Kidz Festival,https://www.eventbrite.com/e/biker-kidz-festival-tickets-678348457497?aff=ebdssbdestsearch,,"Sat, Oct 21 •  11:00 AM ","The Derby Room Pomona at Fairplex 2201 North White Avenue Pomona, CA 91768",Krazy Kat,https://krazykatzmoto.com/,N/A,N/A,N/A
Biker Kidz Festival,https://www.eventbrite.com/e/biker-kidz-festival-tickets-678348457497?aff=ebdssbdestsearch,,N/A,"The Derby Room Pomona at Fairplex 2201 North White Avenue Pomona, CA 91768",Krazy Kat,https://krazykatzmoto.com/,N/A,N/A,N/A
SoCal Fiber Fair,https://www.eventbrite.com/e/socal-fiber-fair-tickets-706100574827?aff=ebdssbdestsearch,,N/A,"Fairplex 1101 West McKinley Avenue Pomona, CA 91768",N/A,N/A,N/A,N/A,N/A
SoCal Fiber Fair,https://www.eventbrite.com/e/socal-fiber-fair-tickets-706100574827?aff=ebdssbdestsearch,,N/A,"Fairplex 1101 West McKinley Avenue Pomona, CA 91768",N/A,N/A,N/A,N/A,N/A
The Happiness of Pursuit Festival - 2023,https://www.eventbrite.com/e/the-happiness-of-pursuit-festival-2023-tickets-727120867087?aff=ebdssbdestsearch,,Saturday • 2:00 PM,"Firewater Bar 1528 West Holt Boulevard Ontario, CA 91762",THOPFest,N/A,N/A,N/A,N/A
The Happiness of Pursuit Festival - 2023,https://www.eventbrite.com/e/the-happiness-of-pursuit-festival-2023-tickets-727120867087?aff=ebdssbdestsearch,,N/A,"Firewater Bar 1528 West Holt Boulevard Ontario, CA 91762",THOPFest,N/A,N/A,N/A,N/A
Huerta Del Valle : Dia De Los Muertos,https://www.eventbrite.com/e/huerta-del-valle-dia-de-los-muertos-tickets-724266920857?aff=ebdssbdestsearch,,"Sat, Oct 28 •  9:00 AM ","831 East Belmont Street, Ontario, CA, USA 831 East Belmont Street Ontario, CA 91761",Huerta Del Valle,N/A,N/A,N/A,N/A
Huerta Del Valle : Dia De Los Muertos,https://www.eventbrite.com/e/huerta-del-valle-dia-de-los-muertos-tickets-724266920857?aff=ebdssbdestsearch,,N/A,"831 East Belmont Street, Ontario, CA, USA 831 East Belmont Street Ontario, CA 91761",Huerta Del Valle,N/A,N/A,N/A,N/A
Dia de los Muertos at Historic Asistencia,https://www.eventbrite.com/e/dia-de-los-muertos-at-historic-asistencia-tickets-713962540177?aff=ebdssbdestsearch,,"Sat, Nov 4 •  12:30 PM ","The Asistencia 26930 Barton Road Redlands, CA 92373",Redlands Conservancy,https://redlandsconservancy.org,https://www.facebook.com/redlands.conservancy,N/A,N/A
Dia de los Muertos at Historic Asistencia,https://www.eventbrite.com/e/dia-de-los-muertos-at-historic-asistencia-tickets-713962540177?aff=ebdssbdestsearch,,N/A,"The Asistencia 26930 Barton Road Redlands, CA 92373",Redlands Conservancy,https://redlandsconservancy.org,https://www.facebook.com/redlands.conservancy,N/A,N/A
Huerta Del Valle : Dia De Los Muertos,https://www.eventbrite.com/e/huerta-del-valle-dia-de-los-muertos-tickets-724266920857?aff=ebdssbdestsearch,,"Sat, Oct 28 •  9:00 AM ","831 East Belmont Street, Ontario, CA, USA 831 East Belmont Street Ontario, CA 91761",Huerta Del Valle,N/A,N/A,N/A,N/A
Huerta Del Valle : Dia De Los Muertos,https://www.eventbrite.com/e/huerta-del-valle-dia-de-los-muertos-tickets-724266920857?aff=ebdssbdestsearch,,N/A,"831 East Belmont Street, Ontario, CA, USA 831 East Belmont Street Ontario, CA 91761",Huerta Del Valle,N/A,N/A,N/A,N/A
HOKC Annual Artisan Faire,https://www.eventbrite.com/e/hokc-annual-artisan-faire-tickets-656814328337?aff=ebdssbdestsearch,,"Sat, Nov 11 •  10:00 AM ","Hands On Knitting Center 912 New York Street #A Redlands, CA 92374",Hands On Knitting Center,N/A,N/A,N/A,N/A
HOKC Annual Artisan Faire,https://www.eventbrite.com/e/hokc-annual-artisan-faire-tickets-656814328337?aff=ebdssbdestsearch,,N/A,"Hands On Knitting Center 912 New York Street #A Redlands, CA 92374",Hands On Knitting Center,N/A,N/A,N/A,N/A
SoCal Fiber Fair,https://www.eventbrite.com/e/socal-fiber-fair-tickets-706100574827?aff=ebdssbdestsearch,,N/A,"Fairplex 1101 West McKinley Avenue Pomona, CA 91768",N/A,N/A,N/A,N/A,N/A
SoCal Fiber Fair,https://www.eventbrite.com/e/socal-fiber-fair-tickets-706100574827?aff=ebdssbdestsearch,,N/A,"Fairplex 1101 West McKinley Avenue Pomona, CA 91768",N/A,N/A,N/A,N/A,N/A
Roots Harvest Festival,https://www.eventbrite.com/e/roots-harvest-festival-tickets-722421310587?aff=ebdssbdestsearch,,"Sun, Oct 22 •  2:00 PM ","1630 Brookside Ave 1630 Brookside Avenue Redlands, CA 92373",Roots Real Estate,N/A,N/A,N/A,N/A
Roots Harvest Festival,https://www.eventbrite.com/e/roots-harvest-festival-tickets-722421310587?aff=ebdssbdestsearch,,N/A,"1630 Brookside Ave 1630 Brookside Avenue Redlands, CA 92373",Roots Real Estate,N/A,N/A,N/A,N/A
