State,County,City,Title,Link,Price,Date Time,Location,Organiser,Website Link,Facebook Link,Twitter Link,Instagram Link
California,Ventura,Westlake Village,Festival of Automobiles 2023 Car Pre-Registration,https://www.eventbrite.com/e/festival-of-automobiles-2023-car-pre-registration-tickets-706023815237?aff=ebdssbdestsearch,,"Sat, Oct 21 •  12:00 PM ","Oak Grove Ranch 1430 Hidden Valley Road Westlake Village, CA 91361",Festival of Automobiles by Oak Grove Ranch.,https://www.festivalofautomobiles.com,,,
California,Los Angeles,Northridge,"SoCal Etsy Guild Market Northridge November 17-19,2023",https://www.eventbrite.com/e/socal-etsy-guild-market-northridge-november-17-192023-tickets-705016743057?aff=ebdssbdestsearch,,"Fri, Nov 17 •  10:00 AM ","Northridge Fashion Center 9301 Tampa Ave Northridge, CA 91324",SoCal Etsy Guild,http://socaletsyguild.com,https://www.facebook.com/socaletsyguild,https://www.twitter.com/socaletsyguild,
California,Ventura,Moorpark,Italian Food and Wine Festival - Mangia Mangia '23,https://www.eventbrite.com/e/italian-food-and-wine-festival-mangia-mangia-23-tickets-719367426337?aff=ebdssbdestsearch,,"Sun, Nov 5 •  2:00 PM ","Walnut Grove 3370 Sunset Valley Road Moorpark, CA 93021",For the Need Foundation,,,,
California,Los Angeles,Topanga,Topanga Elementary‘s Annual Halloween Carnival,https://www.eventbrite.com/e/topanga-elementarys-annual-halloween-carnival-tickets-724158797457?aff=ebdssbdestsearch,,"Sat, Oct 28 •  3:00 PM ","1440 North Topanga Canyon Boulevard, Topanga, CA, USA 1440 North Topanga Canyon Boulevard Topanga Community Center Topanga, CA 90290",TEP,,,,
California,Los Angeles,Topanga,Americana Harvest Festival,https://www.eventbrite.com/e/americana-harvest-festival-tickets-676245988957?aff=ebdssbdestsearch,,Sunday • 11:00 AM,"Will Geer Theatricum Botanicum 1419 North Topanga Canyon Boulevard Topanga, CA 90290",Will Geer's Theatricum Botanicum,,,,
California,Los Angeles,Tarzana,""" A Day of Healing"" Metaphysical & Artisan Fall Fair",https://www.eventbrite.com/e/a-day-of-healing-metaphysical-artisan-fall-fair-tickets-649824401277?aff=ebdssbdestsearch,,"Sun, Nov 12 •  11:00 AM ","Tarzana Community & Cultural Center 19130 Ventura Boulevard Los Angeles, CA 91356",Healing Arts SFV,https://healingartssfv.com/,,,
California,Los Angeles,Pacific Palisades,Halloween Enchantment,https://www.eventbrite.com/e/halloween-enchantment-tickets-716202881097?aff=ebdssbdestsearch,,"Sat, Oct 28 •  6:00 PM ","Westside Waldorf School 17310 Sunset Boulevard Los Angeles, CA 90272",Westside Waldorf School,,,,
California,Los Angeles,Topanga,Topanga Film Festival 2023,https://www.eventbrite.com/e/topanga-film-festival-2023-tickets-729395801477?aff=ebdssbdestsearch,,"Thu, Oct 19 •  11:00 AM ","Topanga 1105 N Topanga Canyon Blvd 125 S Topanga Canyon Blvd Topanga, CA 90290",Topanga Film Institute,http://topangafilminstitute.org,,https://www.twitter.com/Topangafilmfest,
California,Ventura,Westlake Village,City of Westlake Village City Celebration,https://www.eventbrite.com/e/city-of-westlake-village-city-celebration-tickets-692023800817?aff=ebdssbdestsearch,,"Sat, Oct 14 •  3:00 PM ","WLV City Hall Civic Center 31200 Oak Crest Drive Westlake Village, CA 91361",The City of Westlake Village,,,,
California,Los Angeles,Woodland Hills,St. Bernardine's Fall Festival,https://www.eventbrite.com/e/st-bernardines-fall-festival-tickets-705588874317?aff=ebdssbdestsearch,,Sunday • 11:00 AM,"St. Bernardine of Sienna 24410 Calvert Street Woodland Hills, CA 91367",St. Bernardine of Sienna Annual Fall Festival,,,,
California,Los Angeles,Chatsworth,First Fridays Sip & Shop at My Creative Outlet in Chatsworth,https://www.eventbrite.com/e/first-fridays-sip-shop-at-my-creative-outlet-in-chatsworth-tickets-718154147387?aff=ebdssbdestsearch,,Tomorrow • 5:00 PM,"My Creative Outlet 21758 Devonshire Street Los Angeles, CA 91311",My Creative Outlet Artisan Boutique in Chatsworth,https://www.mycreativeoutlet.net,,,
California,Los Angeles,Malibu,Fall festival and pumpkin painting,https://www.eventbrite.com/e/fall-festival-and-pumpkin-painting-tickets-722985588357?aff=ebdssbdestsearch,,"Mon, Oct 30 •  4:00 PM ","29169 Heathercliff Rd #110 29169 Heathercliff Road #110 Malibu, CA 90265",SunLife Organics,,,,
California,Los Angeles,Granada Hills,"Granada Hills Rotary Foundation's 9th Annual Oktoberfest Beer ,Wine Tasting",https://www.eventbrite.com/e/granada-hills-rotary-foundations-9th-annual-oktoberfest-beer-wine-tasting-tickets-559058197117?aff=ebdssbdestsearch,,"Sat, Oct 21 •  11:00 AM ","Oktoberfest 17609 Chatsworth Street Granada Hills, CA 91344","Granada Hills Rotary Foundation, 501c3",,https://www.facebook.com/GranadaHillsRotaryClub,https://www.twitter.com/G_H_Rotary,
California,Los Angeles,Northridge,CFGC | 2023 Halloween Fest (FREE),https://www.eventbrite.com/e/cfgc-2023-halloween-fest-free-registration-668485737837?aff=ebdssbdestsearch,,"Sat, Oct 28 •  11:00 AM ","Child and Family Guidance Center 9650 Zelzah Blvd. Northridge, CA 91325, CA 91325",Child and Family Guidance Center,,https://www.facebook.com/childfamilyguidance,https://www.twitter.com/cfgctips,
California,Ventura,Camarillo,Plant Sale | California native - Mediterranean - Succulents | October 14,https://www.eventbrite.com/e/plant-sale-california-native-mediterranean-succulents-october-14-tickets-702467357777?aff=ebdssbdestsearch,,"Sat, Oct 14 •  10:00 AM ","Growing Works Nursery 1736 South Lewis Road Camarillo, CA 93012",Tinyplants,http://tinyplants.biz,https://www.facebook.com/107171947776435,,
California,Los Angeles,Santa Monica,Día de los Muertos Celebration in Downtown Santa Monica,https://www.eventbrite.com/e/dia-de-los-muertos-celebration-in-downtown-santa-monica-tickets-718822636857?aff=ebdssbdestsearch,,"Sat, Oct 28 •  2:00 PM ","Third Street Promenade 1240 Third Street Promenade Santa Monica, CA 90401","Downtown Santa Monica, Inc.",,https://www.facebook.com/DowntownSantaMonica,https://www.twitter.com/DTSantaMonica,
California,Los Angeles,Van Nuys,CULT FEST 2023,https://www.eventbrite.com/e/cult-fest-2023-registration-702891406117?aff=ebdssbdestsearch,,Saturday • 7:00 PM,"7712 Burnet Ave 7712 Burnet Avenue Los Angeles, CA 91405",Cult Like Mine Productions,,,,
California,Ventura,Simi Valley,SoCal Etsy Guild Market Simi Valley,https://www.eventbrite.com/e/socal-etsy-guild-market-simi-valley-tickets-596142537377?aff=ebdssbdestsearch,,"Sat, Oct 28 •  12:00 PM  + 1 more","Simi Valley Town Center 1555 Simi Town Center Way Simi Valley, CA 93065",SoCal Etsy Guild,http://socaletsyguild.com,https://www.facebook.com/socaletsyguild,https://www.twitter.com/socaletsyguild,
California,Los Angeles,Santa Monica,3rd Annual Dia de los Muertos Celebration on the Santa Monica Pier,https://www.eventbrite.com/e/3rd-annual-dia-de-los-muertos-celebration-on-the-santa-monica-pier-tickets-727843317957?aff=ebdssbdestsearch,,"Sat, Oct 28 •  12:00 PM ","200 Santa Monica Pier 200 Santa Monica Pier Santa Monica, CA 90401",The Santa Monica Pier Corporation,,,,
California,Los Angeles,Santa Monica,On Air LA Annex 2023,https://www.eventbrite.com/e/on-air-la-annex-2023-tickets-668970146717?aff=ebdssbdestsearch,,"Wed, Nov 1 •  6:30 PM ","Los Angeles 1660 Stewart St Los Angeles, CA 90404",On Air Fest,,https://www.facebook.com/events/2301511709944975,https://www.twitter.com/onairfest,
California,Los Angeles,Malibu,Annual Paws For A Cause Adoption Event | The Malibu Farmer's Market,https://www.eventbrite.com/e/annual-paws-for-a-cause-adoption-event-the-malibu-farmers-market-tickets-731388040317?aff=ebdssbdestsearch,,"Sun, Oct 15 •  9:00 AM ","Malibu Farmers Market 23555 Civic Center Way Malibu, CA 90265",The Malibu Farmer's Market,,https://www.facebook.com/events/154114639023228,,
California,Los Angeles,Los Angeles,Trails & Treats: Plant Sale and Giveaway,https://www.eventbrite.com/e/trails-treats-plant-sale-and-giveaway-tickets-699920520117?aff=ebdssbdestsearch,,"Fri, Oct 27 •  9:00 AM ","UCLA La Kretz Garden Pavilion 707 Tiverton Drive Los Angeles, CA 90095",UCLA Mildred E. Mathias Botanical Garden,http://www.botgard.ucla.edu/,https://www.facebook.com/uclabotanical,https://www.twitter.com/uclabotanical,
California,Los Angeles,Woodland Hills,Warner Center Farmers Market,https://www.eventbrite.com/e/warner-center-farmers-market-tickets-440550176437?aff=ebdssbdestsearch,,Wednesday • 10:00 AM + 2 more,"Warner Center Farmers Market 5820 Canoga Ave Los Angeles, CA 91367",CCFM,,https://www.facebook.com/CalabasasFM,,
California,Los Angeles,Granada Hills,Harvest Your Health Community Health Fair,https://www.eventbrite.com/e/harvest-your-health-community-health-fair-tickets-706319359217?aff=ebdssbdestsearch,,,"Knollwood Country Club 12040 Balboa Boulevard Los Angeles, CA 91344",HealthyWay,,https://www.facebook.com/regalmed,,
California,Los Angeles,Venice,2nd Annual Breast Cancer Community Health Fair,https://www.eventbrite.com/e/2nd-annual-breast-cancer-community-health-fair-tickets-707135630707?aff=ebdssbdestsearch,,"Sat, Oct 14 •  12:00 PM ","767 California Ave 767 California Avenue Los Angeles, CA 90291",,,,,
California,Los Angeles,Van Nuys,2nd Annual TVLP Fall Festival,https://www.eventbrite.com/e/2nd-annual-tvlp-fall-festival-tickets-713906753317?aff=ebdssbdestsearch,,"Sat, Oct 14 •  4:00 PM ","Central Lutheran Church / Iglesia Luterana Central, Tyrone Avenue, Van Nuys, CA, USA 6425 Tyrone Avenue Los Angeles, CA 91401",Twin Valleys Lutheran Parish,,,,
California,Los Angeles,Van Nuys,Harvesting Health Event,https://www.eventbrite.com/e/harvesting-health-event-tickets-723593556807?aff=ebdssbdestsearch,,Saturday • 11:00 AM,"6166 Vesper Ave 6166 Vesper Avenue Los Angeles, CA 91411",NCADD-SFV and Pueblo y Salud,,,,
California,Los Angeles,Encino,Octoberfest Encino Village Block Party,https://www.eventbrite.com/e/octoberfest-encino-village-block-party-tickets-726476439587?aff=ebdssbdestsearch,,"Sun, Oct 29 •  3:00 PM ","Encino Village Babbitt Ave Los Angeles, CA 91316",,,,,
California,Los Angeles,Northridge,Northridge Farmers' Market & Family Festival,https://www.eventbrite.com/e/northridge-farmers-market-family-festival-tickets-653734135397?aff=ebdssbdestsearch,,Wednesday • 4:00 PM + 3 more,"9301 Tampa Ave 9301 Tampa Avenue Los Angeles, CA 91324",Coastal Pacific LLC.,,,,
California,Los Angeles,Venice,"Reception, Panel Discussion & Film Screening @ Deus Ex Machina (free event)",https://www.eventbrite.com/e/reception-panel-discussion-film-screening-deus-ex-machina-free-event-tickets-696996464187?aff=ebdssbdestsearch,,"Thu, Oct 12 •  6:00 PM ","Deus Ex Machina - Emporium Of Post Modern Activities 1001 Venice Boulevard Los Angeles, CA 90291",Women's Surf Film Festival,http://www.womenssurffilmfestival.com,https://www.facebook.com/womenssurffilmfestival,,
California,Ventura,Santa Paula,Mountains to Sea Jubilee Music Festival,https://www.eventbrite.com/e/mountains-to-sea-jubilee-music-festival-tickets-696893225397?aff=ebdssbdestsearch,,"Sat, Oct 21 •  2:30 PM ","Veterans Memorial Park E. Ventura and Mill Streets Santa Paula, CA 93060",Museum of Ventura County,http://venturamuseum.org,,,
California,Los Angeles,Sylmar,Oktoberfest at Los Angeles Mission College,https://www.eventbrite.com/e/oktoberfest-at-los-angeles-mission-college-tickets-694439797127?aff=ebdssbdestsearch,,Saturday • 4:00 PM,"Los Angeles Mission College 13356 Eldridge Avenue Los Angeles, CA 91342",Los Angeles Mission College Foundation,,,,
California,Los Angeles,West Hollywood,LAFW FASHION WEEK RAISED BY WOLVES,https://www.eventbrite.com/e/lafw-fashion-week-raised-by-wolves-tickets-678709035997?aff=ebdssbdestsearch,,"Sat, Oct 14 •  2:00 PM ","Skybar Los Angeles 8440 Sunset Boulevard West Hollywood, CA 90069",Joy Bosley,,,,
California,Los Angeles,Universal City,Sushi & Sake Festival 2023,https://www.eventbrite.com/e/sushi-sake-festival-2023-tickets-718670140737?aff=ebdssbdestsearch,,"Sun, Oct 29 •  11:00 AM ","Hilton Los Angeles/Universal City, Universal Hollywood Drive, ユニバーサル・シティ カリフォルニア州 アメリカ合衆国 555 Universal Hollywood Drive Universal City, CA 91608",Japanese Restaurant Association of America,http://www.jraamerica.org/ja/,https://www.facebook.com/100065038832319,,
California,Los Angeles,Venice,Oktoberfest,https://www.eventbrite.com/e/oktoberfest-tickets-719394567517?aff=ebdssbdestsearch,,Tomorrow • 3:00 PM,"Wurstküche Restaurant Venice Beach, Lincoln Boulevard, Venice, CA, USA 625 Lincoln Boulevard Los Angeles, CA 90291",,,,,
California,Los Angeles,Los Angeles,Oh Scares Film Festival Los Angeles,https://www.eventbrite.com/e/oh-scares-film-festival-los-angeles-tickets-713341271947?aff=ebdssbdestsearch,,"Sat, Nov 11 •  12:00 PM ","Promenade Playhouse 10931 W Pico Blvd Los Angeles, CA 90064","Mark Mos, Los Angeles Television, Script & Film Festival",,,,
California,Los Angeles,Los Angeles,Heyler Harvest Festival 2023,https://www.eventbrite.com/e/heyler-harvest-festival-2023-tickets-718155772247?aff=ebdssbdestsearch,,"Sun, Oct 22 •  1:00 PM ","Heyler Realty 10659 West Pico Boulevard Los Angeles, CA 90064",Heyler Realty,,https://www.facebook.com/heylerrealty,https://www.twitter.com/heylerrealty,
California,Los Angeles,Los Angeles,ELTS French Job Fair / Le Forum de l'emploi de ELTS,https://www.eventbrite.com/e/elts-french-job-fair-le-forum-de-lemploi-de-elts-tickets-708899386147?aff=ebdssbdestsearch,,"Mon, Oct 30 •  9:00 AM ","Royce Hall 10745 Dickson Court Los Angeles, CA 90095",European Languages and Transcultural Studies Dit,,,,
California,Los Angeles,Marina Del Rey,"""Art After Dark"" (21+)",https://www.eventbrite.com/e/art-after-dark-21-tickets-726059382157?aff=ebdssbdestsearch,,"Fri, Oct 20 •  7:00 PM ","Gin Rummy, Washington Boulevard, Marina del Rey, CA, USA 822 Washington Boulevard Marina del Rey, CA 90292",Blurry Recreation & Freeside Mills,,,,
California,Los Angeles,Los Angeles,Los Angeles Short Film & Script Festival,https://www.eventbrite.com/e/los-angeles-short-film-script-festival-tickets-713417730637?aff=ebdssbdestsearch,,"Sat, Nov 11 •  4:00 PM ","Promenade Playhouse 10931 West Pico Boulevard Los Angeles, CA 90064","Mark Mos, Los Angeles Television, Script & Film Festival",,,,
California,Los Angeles,Universal City,Japanese Food Expo in LA 2023,https://www.eventbrite.com/e/japanese-food-expo-in-la-2023-tickets-703729462767?aff=ebdssbdestsearch,,"Sat, Oct 28 •  11:00 AM ","Hilton Los Angeles / Universal City 555 Universal Hollywood Drive Universal City, CA 91608",Japanese Food Culture Association (JFCA),,,,
California,Ventura,Oxnard,Oktoberfest 2023,https://www.eventbrite.com/e/oktoberfest-2023-tickets-711577546597?aff=ebdssbdestsearch,,Saturday • 1:00 PM,"Oxnard Historic Farm Park 1251 Gottfried Place Oxnard, CA 93030",The Oxnard Historic Farm Park Foundation,,,,
California,Los Angeles,Los Angeles,Venice Artisan~Craft Fair,https://www.eventbrite.com/e/venice-artisancraft-fair-tickets-727518546557?aff=ebdssbdestsearch,,"Sat, Oct 14 •  10:00 AM ","2435 Walgrove Ave 2435 Walgrove Avenue Los Angeles, CA 90066",Hosted by the Venice High School Alumni Association,,,,
California,Los Angeles,North Hollywood,Community Celebration & Senior Health Fair,https://www.eventbrite.com/e/community-celebration-senior-health-fair-tickets-710696521427?aff=ebdssbdestsearch,,Tomorrow • 10:00 AM,"WelbeHealth 11633 Victory Boulevard Los Angeles, CA 91606",WelbeHealth,https://welbehealth.com,https://www.facebook.com/welbehealth,https://www.twitter.com/WelbeHealth,
California,Los Angeles,Los Angeles,Dare to Dance in Public Film Festival: Round 6!,https://www.eventbrite.com/e/dare-to-dance-in-public-film-festival-round-6-tickets-718687753417?aff=ebdssbdestsearch,,"Sat, Oct 21 •  2:00 PM ","Glorya Kaufman Performing Arts Center at Vista Del Mar Child and Family Services 3200 Motor Avenue Los Angeles, CA 90034",Sarah Elgart & Zoe Rappaport,,,,
California,Ventura,Oxnard,The Oxnard Filipino Cultural Event,https://www.eventbrite.com/e/the-oxnard-filipino-cultural-event-tickets-661815687537?aff=ebdssbdestsearch,,"Sat, Oct 14 •  5:00 PM ","Oxnard Performing Arts Center Corporation (OPAC) 800 Hobson Way Oxnard, CA 93030","Phyllis Masaya, owner of Masarap Lumpia",http://www.Instagram.com/Masarap_Lumpia,,,
California,Los Angeles,Newhall,Newhall Holiday Marketplace,https://www.eventbrite.com/e/newhall-holiday-marketplace-tickets-680633080867?aff=ebdssbdestsearch,,"Sun, Dec 3 •  10:00 AM ","City of Santa Clarita: Newhall Community Center 22421 Market Street Santa Clarita, CA 91321",Nayda Jacobo & Jacqulin Audish,,,,
California,Los Angeles,Los Angeles,DAYBREAKER LA // 10-YEAR TOGETHER TOUR OCT 7TH,https://www.eventbrite.com/e/daybreaker-la-10-year-together-tour-oct-7th-tickets-699592067707?aff=ebdssbdestsearch,,Saturday • 9:00 AM,"Sound Nightclub 1642 N Las Palmas Ave Los Angeles, CA 90028",DAYBREAKER,,,,
California,Ventura,Oxnard,FMStival Southern California,https://www.eventbrite.com/e/fmstival-southern-california-tickets-660086445327?aff=ebdssbdestsearch,,Saturday • 9:00 AM,"The Murphy Auto Museum 1930 Eastman Avenue Oxnard, CA 93030",Paul Willhite,,,,
California,Los Angeles,North Hollywood,"NOHO Makers Market | Local Artists, Vendors, Food, and MORE! FREE EVENT",https://www.eventbrite.com/e/noho-makers-market-local-artists-vendors-food-and-more-free-event-tickets-728664303547?aff=ebdssbdestsearch,,Tomorrow • 5:00 PM,"Lawless Brewing Co. 5275 Craner Avenue Los Angeles, CA 91601",Afterglow Makers Market,,,,
California,Los Angeles,Los Angeles,The Los Angeles Italian Festival,https://www.eventbrite.com/e/the-los-angeles-italian-festival-tickets-617536858367?aff=ebdssbdestsearch,,Saturday • 12:00 PM,"1651 N Highland Ave 1651 North Highland Avenue Los Angeles, CA 90028",The Los Angeles Italian Festival,http://laitalianfestival.com,https://www.facebook.com/laitalianfest,https://www.twitter.com/laitalianfest,
California,Los Angeles,Van Nuys,Farmers Market Experience w/ Amanda (she/her),https://www.eventbrite.com/e/farmers-market-experience-w-amanda-sheher-tickets-724334713627?aff=ebdssbdestsearch,,"Sun, Nov 19 •  11:00 AM ","Encino Farmers Market 17400 Victory Boulevard Los Angeles, CA 91406",Feeding Your Soul Nutrition,http://www.feedingyoursoulnutrition.com,,,
California,Los Angeles,Culver City,Flowers and Flowers Fest,https://www.eventbrite.com/e/flowers-and-flowers-fest-tickets-718244638047?aff=ebdssbdestsearch,,"Sat, Oct 14 •  2:00 PM ","5856 Adams Blvd 5856 Adams Boulevard Culver City, CA 90232",Plant Bitch LA x Biko Flower,,,,
California,Los Angeles,Los Angeles,#SanitationHires Virtual Job Fair / Career Expo Event #LosAngeles,https://www.eventbrite.com/e/sanitationhires-virtual-job-fair-career-expo-event-losangeles-tickets-256050793817?aff=ebdssbdestsearch,,Tomorrow • 11:00 AM + 2 more,"TBD Virtual event Los Angeles, CA 90012",JobsOffice.org,https://JobsOffice.org,,https://www.twitter.com/taohq,
California,Los Angeles,Los Angeles,#TechnicianHires Virtual Job Fair / Career Expo Event #LosAngeles,https://www.eventbrite.com/e/technicianhires-virtual-job-fair-career-expo-event-losangeles-tickets-255998447247?aff=ebdssbdestsearch,,Tomorrow • 11:00 AM + 2 more,"TBD Virtual event Los Angeles, CA 90012",JobsOffice.org,https://JobsOffice.org,,https://www.twitter.com/taohq,
California,Los Angeles,Los Angeles,#FoodServes Virtual Job Fair / Career Expo Event #LosAngeles,https://www.eventbrite.com/e/foodserves-virtual-job-fair-career-expo-event-losangeles-tickets-256568552447?aff=ebdssbdestsearch,,Tomorrow • 11:00 AM + 2 more,"TBD Virtual event Los Angeles, CA 90012",JobsOffice.org,https://JobsOffice.org,,https://www.twitter.com/taohq,
California,Los Angeles,Los Angeles,#RetailHires Virtual Job Fair / Career Expo Event #LosAngeles,https://www.eventbrite.com/e/retailhires-virtual-job-fair-career-expo-event-losangeles-tickets-255757787427?aff=ebdssbdestsearch,,Tomorrow • 11:00 AM + 2 more,"TBD Virtual event Los Angeles, CA 90012",JobsOffice.org,https://JobsOffice.org,,https://www.twitter.com/taohq,
California,Los Angeles,Culver City,Culver City Art Walk & Roll Festival,https://www.eventbrite.com/e/culver-city-art-walk-roll-festival-tickets-721319826017?aff=ebdssbdestsearch,,"Sat, Oct 14 •  11:00 AM ","Culver City Arts District 3280 Helms Ave Culver City, CA 90232",Culver City Arts District,,,,
California,Ventura,Oxnard,El Panteón Fest: Celebrating Dia De Los Muertos,https://www.eventbrite.com/e/el-panteon-fest-celebrating-dia-de-los-muertos-tickets-708152231387?aff=ebdssbdestsearch,,"Sat, Oct 14 •  1:00 PM ","721 South A Street, Oxnard, CA, USA 721 South A Street Oxnard, CA 93030",Pipiripau,https://pipiripau.com,,,
California,Los Angeles,Los Angeles,Black Women In Comedy Festival,https://www.eventbrite.com/e/black-women-in-comedy-festival-tickets-503071158377?aff=ebdssbdestsearch,,"Sat, Oct 14 •  1:00 PM ","7426 Sunset Blvd 7426 Sunset Boulevard Los Angeles, CA 90046",A Soul Sista Productions,,https://www.facebook.com/Soulsistacomedy,https://www.twitter.com/Soulsistacomedy,
California,Los Angeles,North Hollywood,All Star Saturday 2023,https://www.eventbrite.com/e/all-star-saturday-2023-registration-682054221537?aff=ebdssbdestsearch,,"Sat, Dec 16 •  11:00 AM ","5437 Satsuma Ave 5437 Satsuma Avenue Los Angeles, CA 91601",Audax Entertainment,,,,
California,Los Angeles,Venice,AZZ-IS VENICE REBEL JAZZ FEST,https://www.eventbrite.com/e/azz-is-venice-rebel-jazz-fest-registration-731410377127?aff=ebdssbdestsearch,,"Sat, Nov 4 •  11:00 AM ","Windward Plaza 1 Windward Avenue Los Angeles, CA 90291",THE NONSEMBLE :: Jazz / Not-Jazz at Left of Center,,https://www.facebook.com/events/174138316495218,,
California,Los Angeles,Mission Hills,Celebrate Día de Los Muertos at San Fernando Mission Cemetery,https://www.eventbrite.com/e/celebrate-dia-de-los-muertos-at-san-fernando-mission-cemetery-tickets-731433847327?aff=ebdssbdestsearch,,"Sat, Nov 4 •  10:30 AM ","San Fernando Mission Catholic Cemetery 11160 Stranwood Avenue Mission Hills, CA 91345",Archdiocese of Los Angeles,,,,
California,Los Angeles,Los Angeles,FALL FESTIVAL 2023,https://www.eventbrite.com/e/fall-festival-2023-tickets-721606102277?aff=ebdssbdestsearch,,"Thu, Oct 26 •  4:00 PM ","Robertson Recreation Center 1641 Preuss Road Los Angeles, CA 90035","Robertson Recreation Center, City of Los Angeles",http://LAParks.org/RecCenter/Robertson,https://www.facebook.com/robertsonrecreationcenter,,
California,Los Angeles,Playa Vista,October Playa Family Fun Artisan Market,https://www.eventbrite.com/e/october-playa-family-fun-artisan-market-tickets-724348625237?aff=ebdssbdestsearch,,"Sat, Oct 14 •  10:00 AM ","12775 W Millennium 12775 West Millennium Los Angeles, CA 90094",Creative Communal,http://www.creativecommunal.com,https://www.facebook.com/creativecommunal,,
California,Los Angeles,Malibu,"Spirits of the West~ a journey through food, storytelling, music, and dance",https://www.eventbrite.com/e/spirits-of-the-west-a-journey-through-food-storytelling-music-and-dance-tickets-723698621057?aff=ebdssbdestsearch,,Saturday • 6:00 PM,"Topanga Canyon Private Location Topanga, CA 90265",April Zanot,,,,
California,Los Angeles,Los Angeles,Luminario Ballet Gala and Performance- ZARATHUSTRA!,https://www.eventbrite.com/e/luminario-ballet-gala-and-performance-zarathustra-tickets-679716579587?aff=ebdssbdestsearch,,"Sun, Oct 22 •  5:30 PM ","Avalon Hollywood 1735 Vine Street Los Angeles, CA 90028",Luminario Ballet,,https://www.facebook.com/Luminario-Ballet-1425555227720793,https://www.twitter.com/luminarioballet,
